日期Date,指数代码Index Code,指数中文全称Index Chinese Name(Full),指数中文简称Index Chinese Name,指数英文全称Index English Name(Full),指数英文简称Index English Name,开盘Open,最高High,最低Low,收盘Close,涨跌Change,涨跌幅(%)Change(%),成交量（万手）Volume(M Shares),成交金额（亿元）Turnover,样本数量ConsNumber
2021-07-15,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6093.72,6162.11,6057.65,6161.43,49.88,0.82,76428.17,10845.3,3679
2021-07-16,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6151.39,6169.27,6107.21,6110.32,-51.11,-0.83,75130.23,10982.96,3682
2021-07-19,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6100.31,6122.0,6060.46,6112.27,1.95,0.03,71315.15,10496.18,3685
2021-07-20,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6067.12,6122.51,6062.52,6120.98,8.71,0.14,62872.32,9014.65,3688
2021-07-21,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6140.62,6210.7,6140.62,6195.66,74.68,1.22,74319.1,11331.27,3689
2021-07-22,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6204.27,6220.95,6183.06,6220.49,24.83,0.4,81907.48,12092.35,3697
2021-07-23,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6214.68,6214.68,6137.04,6153.12,-67.37,-1.08,91664.33,12837.78,3698
2021-07-26,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6133.02,6133.02,5916.88,6010.29,-142.83,-2.32,89910.34,13247.95,3699
2021-07-27,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6011.88,6048.35,5824.29,5824.29,-185.99,-3.09,93750.41,14381.05,3701
2021-07-28,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5772.98,5839.0,5666.6,5784.47,-39.83,-0.68,82033.19,11846.21,3702
2021-07-29,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5882.95,5940.56,5856.73,5929.6,145.13,2.51,73796.0,11672.48,3703
2021-07-30,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5913.75,5934.1,5858.87,5919.25,-10.35,-0.17,80660.79,12464.02,3705
2021-08-02,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5910.67,6046.53,5889.18,6046.53,127.29,2.15,88925.22,14184.81,3710
2021-08-03,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6022.85,6066.36,5997.68,6015.28,-31.26,-0.52,86158.07,13245.91,3712
2021-08-04,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6006.69,6102.28,6001.36,6102.06,86.79,1.44,75209.55,12041.82,3713
2021-08-05,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6073.56,6109.49,6041.2,6070.31,-31.75,-0.52,77266.11,11989.71,3715
2021-08-06,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6075.22,6078.77,6018.48,6060.48,-9.83,-0.16,73453.25,11430.14,3716
2021-08-09,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6028.73,6121.38,6016.5,6108.69,48.21,0.8,75265.71,11685.83,3718
2021-08-10,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6097.48,6162.44,6083.16,6162.44,53.76,0.88,76215.8,12287.67,3720
2021-08-11,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6158.25,6184.43,6141.32,6168.34,5.89,0.09,81800.45,11768.89,3722
2021-08-12,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6150.82,6178.25,6122.14,6150.37,-17.97,-0.29,82696.13,11958.52,3725
2021-08-13,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6126.83,6182.63,6097.97,6129.37,-21.0,-0.34,81172.07,11900.91,3726
2021-08-16,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6117.84,6143.97,6089.16,6101.46,-27.91,-0.46,80186.88,11459.19,3727
2021-08-17,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6095.41,6121.32,5943.08,5959.47,-141.99,-2.33,86256.02,11970.55,3732
2021-08-18,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5958.47,6027.64,5942.88,6019.9,60.43,1.01,77118.32,10883.57,3736
2021-08-19,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6009.01,6043.73,5959.67,6012.19,-7.71,-0.13,77197.67,11072.86,3738
2021-08-20,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5969.48,5995.32,5877.93,5941.4,-70.79,-1.18,73664.71,11334.26,3740
2021-08-23,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5960.6,6062.03,5959.5,6052.46,111.07,1.87,80446.32,12089.07,3742
2021-08-24,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6059.47,6126.14,6051.6,6110.4,57.94,0.96,87349.07,12893.28,3760
2021-08-25,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6110.36,6142.69,6086.02,6142.69,32.28,0.53,84612.45,12002.29,3762
2021-08-26,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6138.52,6138.52,6052.11,6055.45,-87.23,-1.42,94783.51,12638.38,3763
2021-08-27,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6040.14,6098.23,6032.9,6080.86,25.41,0.42,89766.44,12413.4,3763
2021-08-30,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6100.05,6123.73,6059.15,6088.45,7.59,0.12,99500.48,14694.76,3768
2021-08-31,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6077.0,6085.47,6009.02,6085.12,-3.33,-0.05,98573.04,13825.6,3769
2021-09-01,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6088.57,6120.35,5991.88,6086.23,1.11,0.02,119336.55,16061.13,3773
2021-09-02,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6073.71,6126.34,6071.23,6125.87,39.64,0.65,102024.04,13372.99,3776
2021-09-03,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6133.93,6155.45,6070.11,6092.89,-32.98,-0.54,112707.72,14678.71,3780
2021-09-06,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6095.4,6197.16,6088.2,6190.85,97.96,1.61,98231.56,13341.49,3781
2021-09-07,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6190.36,6284.5,6174.04,6277.75,86.9,1.4,101026.71,13093.44,3782
2021-09-08,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6276.62,6304.62,6252.73,6278.51,0.75,0.01,112190.65,13782.27,3784
2021-09-09,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6265.13,6290.56,6239.09,6290.49,11.98,0.19,110887.29,13447.68,3785
2021-09-10,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6284.77,6341.46,6269.11,6319.28,28.8,0.46,114199.28,14543.51,3789
2021-09-13,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6317.76,6339.44,6286.69,6322.17,2.88,0.04,104860.2,13879.48,3794
2021-09-14,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6315.12,6356.54,6245.24,6257.34,-64.83,-1.03,108545.81,14357.69,3795
2021-09-15,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6242.98,6274.92,6215.54,6246.88,-10.46,-0.17,92917.54,12822.15,3796
2021-09-16,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6250.41,6268.86,6133.53,6133.53,-113.35,-1.81,105867.3,14018.66,3801
2021-09-17,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6118.48,6161.09,6070.47,6154.85,21.33,0.35,95485.6,12628.73,3805
2021-09-22,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6065.67,6156.58,6058.91,6152.26,-2.59,-0.04,84468.54,10792.11,3816
2021-09-23,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6191.95,6214.49,6170.93,6182.98,30.71,0.5,98724.0,12457.7,3818
2021-09-24,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6173.49,6201.45,6125.58,6132.59,-50.39,-0.81,93537.5,12065.9,3822
2021-09-27,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6154.5,6176.01,6020.73,6063.64,-68.95,-1.12,96305.36,12870.53,3826
2021-09-28,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6048.35,6088.17,6032.37,6070.74,7.1,0.12,77208.8,9809.04,3833
2021-09-29,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6023.12,6025.07,5928.79,5949.59,-121.15,-1.99,81243.55,10164.62,3835
2021-09-30,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5969.85,6048.92,5969.85,6040.53,90.95,1.53,70380.62,8982.92,3838
2021-10-08,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6108.14,6116.13,6052.9,6086.94,46.41,0.77,76698.43,10113.34,3838
2021-10-11,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6099.35,6111.16,6062.71,6074.4,-12.54,-0.21,72405.87,9398.31,3838
2021-10-12,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6057.63,6057.63,5924.5,5980.02,-94.38,-1.55,75252.63,9395.45,3839
2021-10-13,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5978.79,6045.17,5948.36,6037.98,57.96,0.97,62070.27,8328.76,3840
2021-10-14,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6029.09,6055.2,6012.97,6040.16,2.18,0.04,59198.06,8034.14,3840
2021-10-15,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6022.08,6068.99,6002.72,6057.51,17.35,0.29,65997.42,9292.93,3842
2021-10-18,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6052.36,6055.11,5996.75,6054.99,-2.52,-0.04,66068.3,9444.42,3845
2021-10-19,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6050.62,6108.69,6049.76,6105.17,50.17,0.83,65328.44,9169.06,3847
2021-10-20,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6095.87,6128.56,6083.33,6100.11,-5.05,-0.08,67526.21,9558.43,3848
2021-10-21,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6103.66,6131.28,6070.21,6102.54,2.43,0.04,68180.95,9331.39,3850
2021-10-22,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6107.91,6139.17,6091.18,6093.81,-8.73,-0.14,69345.31,9595.07,3851
2021-10-25,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6083.03,6144.09,6074.29,6143.07,49.26,0.81,64430.24,9557.87,3852
2021-10-26,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6157.43,6172.74,6112.27,6124.27,-18.81,-0.31,67935.33,10140.57,3855
2021-10-27,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6109.4,6109.4,6040.34,6059.1,-65.17,-1.06,69585.69,10019.76,3856
2021-10-28,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6040.0,6052.08,5961.82,5979.96,-79.14,-1.31,72014.74,10369.65,3857
2021-10-29,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5983.3,6058.23,5961.91,6057.48,77.53,1.3,69484.94,10762.67,3861
2021-11-01,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6033.31,6096.9,6019.74,6069.48,12.0,0.2,74025.53,11521.62,3863
2021-11-02,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6069.65,6098.59,5957.19,6007.96,-61.52,-1.01,80898.94,11848.24,3864
2021-11-03,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6001.76,6027.42,5965.39,6001.13,-6.83,-0.11,62564.42,9409.59,3864
2021-11-04,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6021.73,6066.66,6017.24,6066.45,65.32,1.09,65582.9,10120.01,3864
2021-11-05,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6056.91,6079.19,6015.06,6015.06,-51.38,-0.85,74685.92,10754.48,3867
2021-11-08,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6011.28,6049.52,5999.5,6040.07,25.01,0.42,65338.22,9741.64,3868
2021-11-09,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6053.97,6076.89,6032.67,6072.93,32.86,0.54,63035.53,9445.18,3869
2021-11-10,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6054.58,6056.68,5966.58,6052.41,-20.51,-0.34,68602.42,10099.38,3870
2021-11-11,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6044.06,6127.41,6036.89,6124.84,72.42,1.2,72754.69,10452.04,3872
2021-11-12,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6127.08,6147.27,6117.79,6141.3,16.47,0.27,70521.54,10127.9,3874
2021-11-15,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6149.39,6158.17,6102.09,6125.0,-16.3,-0.27,72712.94,10662.92,3873
2021-11-16,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6118.97,6149.93,6091.45,6098.62,-26.39,-0.43,71805.62,10304.87,3873
2021-11-17,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6102.36,6147.17,6096.79,6146.96,48.35,0.79,66921.33,9607.31,3874
2021-11-18,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6138.32,6145.33,6097.17,6110.38,-36.58,-0.6,73962.99,10392.9,3877
2021-11-19,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6104.73,6181.35,6100.41,6179.34,68.96,1.13,73410.7,10360.27,3877
2021-11-22,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6188.73,6246.92,6188.73,6245.36,66.02,1.07,75533.74,11672.73,3877
2021-11-23,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6239.75,6263.12,6229.89,6244.36,-1.0,-0.01,78884.22,11397.83,3879
2021-11-24,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6243.5,6262.23,6221.52,6241.56,-2.8,-0.04,75918.0,11018.72,3880
2021-11-25,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6242.6,6246.71,6221.14,6225.91,-15.64,-0.25,70363.42,10198.41,3881
2021-11-26,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6213.57,6225.04,6188.39,6204.64,-21.28,-0.34,69406.86,10110.42,3882
2021-11-29,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6139.74,6219.54,6136.46,6217.97,13.34,0.21,71999.14,10886.71,3883
2021-11-30,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6236.44,6250.24,6188.81,6222.94,4.97,0.08,77091.49,11327.29,3883
2021-12-01,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6219.08,6238.75,6206.14,6238.75,15.81,0.25,73922.8,10592.79,3884
2021-12-02,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6230.97,6248.5,6212.19,6217.42,-21.33,-0.34,76880.18,10652.26,3888
2021-12-03,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6220.1,6271.08,6218.44,6269.31,51.89,0.83,74890.28,10545.62,3890
2021-12-06,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6271.44,6286.2,6213.44,6217.95,-51.36,-0.82,82712.43,11233.07,3892
2021-12-07,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6256.0,6261.28,6154.48,6196.01,-21.94,-0.35,79384.91,11197.87,3896
2021-12-08,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6212.46,6292.86,6201.41,6292.86,96.85,1.56,70280.85,10275.76,3898
2021-12-09,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6295.86,6372.21,6292.88,6350.73,57.86,0.92,83668.24,11849.69,3898
2021-12-10,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6315.21,6355.1,6309.38,6348.37,-2.36,-0.04,80466.82,11501.63,3899
2021-12-13,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6378.55,6416.9,6370.86,6384.42,36.05,0.57,83130.89,11883.89,3902
2021-12-14,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6367.12,6378.67,6350.61,6362.18,-22.23,-0.35,77146.63,10640.74,3903
2021-12-15,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6352.06,6379.51,6323.62,6329.92,-32.27,-0.51,79186.98,10386.43,3906
2021-12-16,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6334.59,6370.9,6319.89,6370.9,40.98,0.65,79796.06,10226.22,3908
2021-12-17,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6360.13,6360.13,6286.71,6286.87,-84.03,-1.32,85577.44,10690.73,3908
2021-12-20,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6266.06,6303.95,6186.08,6192.06,-94.81,-1.51,87054.65,10734.08,3911
2021-12-21,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6188.23,6254.86,6188.23,6252.63,60.57,0.98,83969.47,9322.26,3913
2021-12-22,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6267.7,6283.12,6257.13,6272.62,19.99,0.32,87456.21,9853.01,3917
2021-12-23,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6278.83,6299.23,6263.42,6295.24,22.62,0.36,81860.49,9961.6,3919
2021-12-24,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6299.98,6302.26,6221.31,6228.87,-66.38,-1.05,84028.43,10492.73,3923
2021-12-27,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6222.96,6263.19,6202.8,6229.69,0.82,0.01,71654.99,9105.77,3927
2021-12-28,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6237.62,6277.41,6226.04,6276.44,46.75,0.75,70340.41,9375.93,3930
2021-12-29,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6274.43,6274.43,6218.61,6219.55,-56.88,-0.91,68545.8,9332.15,3931
2021-12-30,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6219.96,6291.1,6219.96,6272.15,52.6,0.84,72092.34,9511.0,3934
2021-12-31,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6289.19,6314.69,6285.37,6310.02,37.87,0.6,75220.46,9905.95,3937
2022-01-04,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6333.61,6337.07,6256.49,6297.19,-12.83,-0.2,92835.3,11988.63,3938
2022-01-05,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6286.53,6287.49,6176.01,6202.1,-95.09,-1.51,94572.85,12156.94,3938
2022-01-06,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6169.59,6202.83,6130.54,6188.73,-13.37,-0.22,83360.29,10642.56,3941
2022-01-07,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6193.32,6213.12,6137.74,6141.17,-47.57,-0.77,93863.55,11304.34,3944
2022-01-10,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6127.58,6172.66,6091.33,6170.51,29.34,0.48,77059.96,9833.81,3944
2022-01-11,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6167.76,6184.46,6105.46,6115.16,-55.35,-0.9,78329.62,9867.68,3945
2022-01-12,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6141.72,6190.27,6134.6,6188.52,73.36,1.2,76092.58,9896.08,3946
2022-01-13,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6195.59,6195.59,6093.67,6093.67,-94.85,-1.53,81517.32,10190.65,3947
2022-01-14,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6066.87,6109.84,6052.11,6070.25,-23.42,-0.38,83202.61,10275.83,3947
2022-01-17,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6075.41,6147.68,6075.41,6142.44,72.19,1.19,77295.28,10442.61,3950
2022-01-18,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6143.51,6177.11,6117.0,6152.37,9.93,0.16,87707.41,11162.48,3952
2022-01-19,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6142.58,6160.01,6076.1,6109.85,-42.52,-0.69,77258.05,9974.28,3954
2022-01-20,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6107.51,6137.5,6065.67,6079.77,-30.08,-0.49,84439.11,10521.12,3957
2022-01-21,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6062.05,6070.57,6002.63,6015.26,-64.51,-1.06,71887.81,9200.57,3960
2022-01-24,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5983.21,6045.65,5976.76,6026.91,11.65,0.19,61851.52,8161.45,3963
2022-01-25,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,6000.42,6024.83,5845.42,5845.42,-181.49,-3.01,72806.49,8779.44,3964
2022-01-26,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5865.27,5903.32,5808.13,5883.98,38.56,0.66,58324.68,7386.31,3965
2022-01-27,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5881.78,5881.83,5738.82,5741.17,-142.81,-2.43,60872.77,7640.47,3968
2022-01-28,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5775.41,5798.63,5673.76,5711.9,-29.27,-0.51,60537.8,7655.13,3971
2022-02-07,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5798.29,5822.77,5776.75,5794.84,82.94,1.45,65270.29,7750.14,3979
2022-02-08,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5789.18,5800.5,5688.03,5800.5,5.66,0.1,71690.92,8267.86,3983
2022-02-09,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5799.76,5880.59,5787.2,5875.02,74.53,1.28,73189.2,8746.55,3988
2022-02-10,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5877.92,5877.92,5818.67,5857.22,-17.8,-0.3,71662.91,8738.37,3993
